Short Codes ,Utility,MRP Poll Sheet,Con,Lab,LD,Green,SNP,PC,Reform,Other,Single Top Progressive
UKPARL.2025.MBD,2,IPSOS MRP (List),34.00%,35.00%,8.00%,6.00%,NA,NA,15.00%,0.00%,Lab
UKPARL.2025.MBD,3,Survation MRP (List),30.00%,36.80%,8.03%,4.24%,NI,NI,17.43%,3.50%,Lab
UKPARL.2025.MBD,4,FocalData MRP (List),34.16%,33.86%,9.87%,4.77%,,,17.06%,,Lab
UKPARL.2025.MBD,5,AVERAGE,32.54%,34.66%,8.22%,5.50%,0.00%,0.00%,17.12%,1.50%,TRUE
UKPARL.2025.MBU,1,YOUGOV MRPs (List),39.00%,17.00%,23.00%,5.00%,0.00%,0.00%,16.00%,0.00%,LD
UKPARL.2025.MBU,2,IPSOS MRP (List),36.00%,26.00%,21.00%,4.00%,NA,NA,11.00%,0.00%,Lab
UKPARL.2025.MBU,3,Survation MRP (List),31.15%,31.11%,22.80%,3.77%,NI,NI,10.20%,0.97%,Lab
UKPARL.2025.MBU,4,FocalData MRP (List),34.43%,28.09%,19.25%,4.40%,,,13.64%,,Lab
UKPARL.2025.MBU,5,AVERAGE,35.14%,25.55%,21.51%,4.29%,0.00%,0.00%,12.71%,0.32%,FALSE
UKPARL.2025.MCH,1,YOUGOV MRPs (List),21.00%,50.00%,4.00%,7.00%,0.00%,0.00%,17.00%,1.00%,Lab
UKPARL.2025.MCH,2,IPSOS MRP (List),22.00%,58.00%,4.00%,3.00%,NA,NA,11.00%,0.00%,Lab
UKPARL.2025.MCH,3,Survation MRP (List),26.72%,46.68%,5.86%,2.53%,NI,NI,16.37%,1.84%,Lab
UKPARL.2025.MCH,4,FocalData MRP (List),20.15%,51.65%,6.15%,4.27%,,,17.53%,,Lab
UKPARL.2025.MCH,5,AVERAGE,22.47%,51.58%,5.00%,4.20%,0.00%,0.00%,15.47%,0.95%,TRUE
UKPARL.2025.MCL,1,YOUGOV MRPs (List),37.00%,53.00%,5.00%,6.00%,0.00%,0.00%,0.00%,0.00%,Lab
UKPARL.2025.MCL,2,IPSOS MRP (List),36.00%,57.00%,3.00%,3.00%,NA,NA,NA,0.00%,Lab
UKPARL.2025.MCL,3,Survation MRP (List),36.98%,55.93%,3.37%,2.52%,NI,NI,NI,1.20%,Lab
UKPARL.2025.MCL,4,FocalData MRP (List),33.19%,56.80%,5.12%,4.53%,,,0.00%,,Lab
UKPARL.2025.MCL,5,AVERAGE,35.79%,55.68%,4.12%,4.01%,0.00%,0.00%,0.00%,0.40%,TRUE
UKPARL.2025.MCT,1,YOUGOV MRPs (List),4.00%,60.00%,6.00%,11.00%,0.00%,0.00%,12.00%,6.00%,Lab
UKPARL.2025.MCT,2,IPSOS MRP (List),10.00%,67.00%,4.00%,10.00%,NA,NA,7.00%,3.00%,Lab
UKPARL.2025.MCT,3,Survation MRP (List),12.03%,58.31%,8.36%,8.26%,NI,NI,8.43%,4.61%,Lab
UKPARL.2025.MCT,4,FocalData MRP (List),9.15%,64.94%,6.77%,6.14%,,,12.54%,,Lab
UKPARL.2025.MCT,5,AVERAGE,8.79%,62.56%,6.28%,8.85%,0.00%,0.00%,9.99%,4.54%,TRUE
UKPARL.2025.MDB,1,YOUGOV MRPs (List),9.00%,21.00%,29.00%,5.00%,28.00%,0.00%,7.00%,1.00%,LD
UKPARL.2025.MDB,2,IPSOS MRP (List),11.00%,21.00%,36.00%,5.00%,23.00%,NA,2.00%,1.00%,LD
UKPARL.2025.MDB,3,Survation MRP (List),7.13%,20.00%,40.73%,6.62%,20.67%,NI,3.33%,1.52%,LD
UKPARL.2025.MDB,4,FocalData MRP (List),5.26%,17.06%,43.73%,4.24%,22.94%,,6.28%,,LD
UKPARL.2025.MDB,5,AVERAGE,8.10%,19.76%,37.37%,5.22%,23.65%,0.00%,4.65%,1.17%,TRUE
UKPARL.2025.MDE,1,YOUGOV MRPs (List),33.00%,43.00%,6.00%,5.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.MDE,2,IPSOS MRP (List),31.00%,39.00%,4.00%,6.00%,NA,NA,18.00%,0.00%,Lab
UKPARL.2025.MDE,3,Survation MRP (List),29.08%,43.58%,5.01%,7.55%,NI,NI,11.88%,2.90%,Lab
UKPARL.2025.MDE,4,FocalData MRP (List),29.90%,42.68%,6.40%,4.44%,,,16.32%,,Lab
UKPARL.2025.MDE,5,AVERAGE,30.74%,42.06%,5.35%,5.75%,0.00%,0.00%,14.80%,1.30%,TRUE
UKPARL.2025.MDP,1,YOUGOV MRPs (List),39.00%,12.00%,45.00%,4.00%,0.00%,0.00%,0.00%,0.00%,LD
UKPARL.2025.MDP,2,IPSOS MRP (List),44.00%,18.00%,34.00%,4.00%,NA,NA,NA,0.00%,LD
UKPARL.2025.MDP,3,Survation MRP (List),37.07%,23.43%,32.79%,5.87%,NI,NI,NI,0.85%,LD
UKPARL.2025.MDP,4,FocalData MRP (List),39.19%,13.68%,41.44%,5.48%,,,0.00%,,LD
UKPARL.2025.MDP,5,AVERAGE,39.82%,16.78%,38.31%,4.84%,0.00%,0.00%,0.00%,0.28%,TRUE
UKPARL.2025.MDS,1,YOUGOV MRPs (List),32.00%,19.00%,20.00%,7.00%,0.00%,0.00%,20.00%,1.00%,LD
UKPARL.2025.MDS,2,IPSOS MRP (List),33.00%,37.00%,10.00%,5.00%,NA,NA,13.00%,0.00%,Lab
UKPARL.2025.MDS,3,Survation MRP (List),32.94%,36.34%,7.21%,7.66%,NI,NI,14.08%,1.77%,Lab
UKPARL.2025.MDS,4,FocalData MRP (List),33.68%,30.54%,12.92%,5.88%,,,16.71%,,Lab
UKPARL.2025.MDS,5,AVERAGE,32.91%,30.72%,12.53%,6.38%,0.00%,0.00%,15.95%,0.92%,FALSE
UKPARL.2025.MID,1,YOUGOV MRPs (List),8.00%,52.00%,4.00%,0.00%,26.00%,0.00%,8.00%,0.00%,Lab
UKPARL.2025.MID,2,IPSOS MRP (List),12.00%,47.00%,3.00%,NA,33.00%,NA,3.00%,1.00%,Lab
UKPARL.2025.MID,3,Survation MRP (List),13.39%,37.50%,7.18%,NI,37.90%,NI,2.06%,1.96%,SNP
UKPARL.2025.MID,4,FocalData MRP (List),10.05%,50.20%,5.77%,0.00%,24.60%,,8.98%,,Lab
UKPARL.2025.MID,5,AVERAGE,10.86%,46.67%,4.99%,0.00%,30.37%,0.00%,5.51%,0.99%,FALSE
UKPARL.2025.MKC,1,YOUGOV MRPs (List),24.00%,50.00%,8.00%,6.00%,0.00%,0.00%,12.00%,0.00%,Lab
UKPARL.2025.MKC,2,IPSOS MRP (List),26.00%,49.00%,7.00%,6.00%,NA,NA,10.00%,1.00%,Lab
UKPARL.2025.MKC,3,Survation MRP (List),26.97%,49.51%,6.42%,2.53%,NI,NI,12.29%,2.28%,Lab
UKPARL.2025.MKC,4,FocalData MRP (List),22.57%,54.35%,7.73%,3.92%,,,11.16%,,Lab
UKPARL.2025.MKC,5,AVERAGE,24.89%,50.72%,7.29%,4.61%,0.00%,0.00%,11.36%,1.09%,TRUE
UKPARL.2025.MKF,1,YOUGOV MRPs (List),8.00%,53.00%,6.00%,5.00%,0.00%,0.00%,26.00%,2.00%,Lab
UKPARL.2025.MKF,2,IPSOS MRP (List),19.00%,55.00%,3.00%,6.00%,NA,NA,16.00%,1.00%,Lab
UKPARL.2025.MKF,3,Survation MRP (List),14.50%,57.09%,5.08%,6.88%,NI,NI,13.74%,2.70%,Lab
UKPARL.2025.MKF,4,FocalData MRP (List),14.08%,54.89%,4.21%,4.46%,,,22.14%,,Lab
UKPARL.2025.MKF,5,AVERAGE,13.90%,54.99%,4.57%,5.59%,0.00%,0.00%,19.47%,1.90%,TRUE
UKPARL.2025.MKM,1,YOUGOV MRPs (List),35.00%,12.00%,34.00%,5.00%,0.00%,0.00%,14.00%,0.00%,LD
UKPARL.2025.MKM,2,IPSOS MRP (List),36.00%,24.00%,25.00%,4.00%,NA,NA,10.00%,NA,LD
UKPARL.2025.MKM,3,Survation MRP (List),29.26%,20.60%,21.51%,16.99%,NI,NI,11.64%,NI,LD
UKPARL.2025.MKM,4,FocalData MRP (List),33.67%,13.50%,29.47%,4.30%,,,19.06%,,LD
UKPARL.2025.MKM,5,AVERAGE,33.48%,17.53%,27.49%,7.57%,0.00%,0.00%,13.67%,0.00%,TRUE
UKPARL.2025.MKN,1,YOUGOV MRPs (List),26.00%,39.00%,7.00%,8.00%,0.00%,0.00%,20.00%,0.00%,Lab
UKPARL.2025.MKN,2,IPSOS MRP (List),27.00%,46.00%,6.00%,5.00%,NA,NA,14.00%,NA,Lab
UKPARL.2025.MKN,3,Survation MRP (List),28.52%,43.98%,10.46%,2.41%,NI,NI,14.63%,NI,Lab
UKPARL.2025.MKN,4,FocalData MRP (List),24.88%,47.25%,7.20%,4.94%,,,15.73%,,Lab
UKPARL.2025.MKN,5,AVERAGE,26.60%,44.06%,7.67%,5.09%,0.00%,0.00%,16.09%,0.00%,TRUE
UKPARL.2025.MLE,1,YOUGOV MRPs (List),34.00%,40.00%,4.00%,5.00%,0.00%,0.00%,17.00%,0.00%,Lab
UKPARL.2025.MLE,2,IPSOS MRP (List),34.00%,40.00%,4.00%,5.00%,NA,NA,15.00%,NA,Lab
UKPARL.2025.MLE,3,Survation MRP (List),27.53%,26.30%,7.60%,7.20%,NI,NI,31.38%,NI,Lab
UKPARL.2025.MLE,4,FocalData MRP (List),35.23%,34.57%,8.07%,5.44%,,,16.69%,,Lab
UKPARL.2025.MLE,5,AVERAGE,32.69%,35.22%,5.92%,5.66%,0.00%,0.00%,20.02%,0.00%,TRUE
UKPARL.2025.MMS,1,YOUGOV MRPs (List),32.00%,39.00%,6.00%,4.00%,0.00%,5.00%,13.00%,1.00%,Lab
UKPARL.2025.MMS,2,IPSOS MRP (List),29.00%,45.00%,4.00%,3.00%,NA,6.00%,11.00%,0.00%,Lab
UKPARL.2025.MMS,3,Survation MRP (List),26.62%,46.38%,4.81%,5.96%,NI,3.84%,10.45%,1.94%,Lab
UKPARL.2025.MMS,4,FocalData MRP (List),26.73%,40.62%,7.15%,4.73%,,2.66%,17.81%,,Lab
UKPARL.2025.MMS,5,AVERAGE,28.59%,42.75%,5.49%,4.42%,0.00%,4.37%,13.06%,0.98%,TRUE
UKPARL.2025.MNF,1,YOUGOV MRPs (List),37.00%,31.00%,7.00%,4.00%,0.00%,0.00%,22.00%,0.00%,Lab
UKPARL.2025.MNF,2,IPSOS MRP (List),35.00%,28.00%,9.00%,5.00%,NA,NA,22.00%,NA,Lab
UKPARL.2025.MNF,3,Survation MRP (List),32.49%,36.91%,10.80%,0.67%,NI,NI,19.12%,NI,Lab
UKPARL.2025.MNF,4,FocalData MRP (List),31.37%,34.89%,8.33%,3.32%,,,22.08%,,Lab
UKPARL.2025.MNF,5,AVERAGE,33.97%,32.70%,8.78%,3.25%,0.00%,0.00%,21.30%,0.00%,TRUE
UKPARL.2025.MNS,1,YOUGOV MRPs (List),27.00%,20.00%,4.00%,2.00%,39.00%,0.00%,7.00%,1.00%,SNP
UKPARL.2025.MNS,2,IPSOS MRP (List),26.00%,18.00%,8.00%,3.00%,37.00%,NA,6.00%,1.00%,SNP
UKPARL.2025.MNS,3,Survation MRP (List),25.04%,17.58%,6.02%,2.46%,36.18%,NI,11.27%,1.45%,SNP
UKPARL.2025.MNS,4,FocalData MRP (List),23.41%,18.25%,5.87%,3.28%,34.78%,,13.71%,,SNP
UKPARL.2025.MNS,5,AVERAGE,25.36%,18.46%,5.97%,2.68%,36.74%,0.00%,9.49%,1.15%,TRUE
UKPARL.2025.MOR,1,YOUGOV MRPs (List),31.00%,41.00%,8.00%,5.00%,0.00%,0.00%,15.00%,0.00%,Lab
UKPARL.2025.MOR,2,IPSOS MRP (List),30.00%,44.00%,7.00%,3.00%,NA,NA,15.00%,NA,Lab
UKPARL.2025.MOR,3,Survation MRP (List),25.39%,47.75%,7.27%,5.65%,NI,NI,13.95%,NI,Lab
UKPARL.2025.MOR,4,FocalData MRP (List),28.57%,37.36%,12.09%,4.19%,,,17.78%,,Lab
UKPARL.2025.MOR,5,AVERAGE,28.74%,42.53%,8.59%,4.46%,0.00%,0.00%,15.43%,0.00%,TRUE
UKPARL.2025.MRH,1,YOUGOV MRPs (List),7.00%,54.00%,0.00%,26.00%,0.00%,0.00%,7.00%,7.00%,Lab
UKPARL.2025.MRH,2,IPSOS MRP (List),5.00%,65.00%,NA,21.00%,NA,NA,4.00%,4.00%,Lab
UKPARL.2025.MRH,3,Survation MRP (List),12.98%,64.99%,NI,7.89%,NI,NI,10.84%,3.30%,Lab
UKPARL.2025.MRH,4,FocalData MRP (List),6.20%,72.43%,0.00%,9.05%,,,8.31%,,Lab
UKPARL.2025.MRH,5,AVERAGE,7.79%,64.10%,0.00%,15.98%,0.00%,0.00%,7.54%,4.77%,TRUE
UKPARL.2025.MSE,1,YOUGOV MRPs (List),36.00%,32.00%,9.00%,5.00%,0.00%,0.00%,19.00%,0.00%,Lab
UKPARL.2025.MSE,2,IPSOS MRP (List),36.00%,38.00%,6.00%,3.00%,NA,NA,17.00%,NA,Lab
UKPARL.2025.MSE,3,Survation MRP (List),30.79%,27.33%,7.08%,13.32%,NI,NI,21.48%,NI,Lab
UKPARL.2025.MSE,4,FocalData MRP (List),33.00%,31.12%,10.26%,5.71%,,,19.91%,,Lab
UKPARL.2025.MSE,5,AVERAGE,33.95%,32.11%,8.08%,6.76%,0.00%,0.00%,19.35%,0.00%,TRUE
UKPARL.2025.MSP,1,YOUGOV MRPs (List),29.00%,33.00%,6.00%,4.00%,0.00%,8.00%,19.00%,1.00%,Lab
UKPARL.2025.MSP,2,IPSOS MRP (List),30.00%,43.00%,5.00%,2.00%,NA,10.00%,8.00%,0.00%,Lab
UKPARL.2025.MSP,3,Survation MRP (List),35.68%,45.47%,2.26%,1.20%,NI,0.40%,14.47%,0.53%,Lab
UKPARL.2025.MSP,4,FocalData MRP (List),25.51%,42.31%,4.48%,3.74%,,7.32%,16.34%,,Lab
UKPARL.2025.MSP,5,AVERAGE,30.05%,40.94%,4.43%,2.73%,0.00%,6.43%,14.45%,0.51%,TRUE
UKPARL.2025.MSU,1,YOUGOV MRPs (List),28.00%,17.00%,36.00%,5.00%,0.00%,0.00%,15.00%,0.00%,LD
UKPARL.2025.MSU,2,IPSOS MRP (List),30.00%,28.00%,25.00%,5.00%,NA,NA,11.00%,0.00%,Lab
UKPARL.2025.MSU,3,Survation MRP (List),26.14%,30.63%,23.58%,8.45%,NI,NI,10.59%,0.61%,Lab
UKPARL.2025.MSU,4,FocalData MRP (List),27.68%,23.02%,30.79%,5.24%,,,12.99%,,LD
UKPARL.2025.MSU,5,AVERAGE,27.96%,24.66%,28.84%,5.92%,0.00%,0.00%,12.39%,0.20%,FALSE
UKPARL.2025.MTA,1,YOUGOV MRPs (List),4.00%,37.00%,5.00%,6.00%,0.00%,17.00%,20.00%,10.00%,Lab
UKPARL.2025.MTA,2,IPSOS MRP (List),13.00%,54.00%,3.00%,4.00%,NA,10.00%,15.00%,1.00%,Lab
UKPARL.2025.MTA,3,Survation MRP (List),8.17%,43.87%,2.69%,9.20%,NI,13.76%,21.25%,1.06%,Lab
UKPARL.2025.MTA,4,FocalData MRP (List),9.16%,56.07%,3.41%,4.40%,,6.35%,19.98%,,Lab
UKPARL.2025.MTA,5,AVERAGE,8.58%,47.74%,3.53%,5.90%,0.00%,11.78%,19.06%,4.02%,TRUE
UKPARL.2025.MTE,1,YOUGOV MRPs (List),4.00%,48.00%,8.00%,9.00%,0.00%,0.00%,25.00%,7.00%,Lab
UKPARL.2025.MTE,2,IPSOS MRP (List),13.00%,59.00%,4.00%,7.00%,NA,NA,15.00%,1.00%,Lab
UKPARL.2025.MTE,3,Survation MRP (List),14.19%,53.82%,1.97%,2.45%,NI,NI,23.82%,3.75%,Lab
UKPARL.2025.MTE,4,FocalData MRP (List),7.97%,63.03%,2.95%,4.69%,,,20.56%,,Lab
UKPARL.2025.MTE,5,AVERAGE,9.79%,55.96%,4.23%,5.79%,0.00%,0.00%,21.10%,3.92%,TRUE
UKPARL.2025.MWC,1,YOUGOV MRPs (List),9.00%,43.00%,3.00%,2.00%,35.00%,0.00%,8.00%,0.00%,Lab
UKPARL.2025.MWC,2,IPSOS MRP (List),9.00%,46.00%,3.00%,2.00%,32.00%,NA,5.00%,1.00%,Lab
UKPARL.2025.MWC,3,Survation MRP (List),13.27%,36.50%,2.61%,0.49%,40.52%,NI,4.38%,2.23%,SNP
UKPARL.2025.MWC,4,FocalData MRP (List),9.36%,43.02%,4.55%,3.44%,29.00%,,10.04%,,Lab
UKPARL.2025.MWC,5,AVERAGE,10.16%,42.13%,3.29%,1.98%,34.13%,0.00%,6.85%,1.08%,FALSE
UKPARL.2025.MWI,1,YOUGOV MRPs (List),4.00%,68.00%,9.00%,12.00%,0.00%,0.00%,5.00%,1.00%,Lab
UKPARL.2025.MWI,2,IPSOS MRP (List),6.00%,66.00%,9.00%,10.00%,NA,NA,4.00%,2.00%,Lab
UKPARL.2025.MWI,3,Survation MRP (List),7.74%,63.33%,9.52%,9.82%,NI,NI,5.48%,4.10%,Lab
UKPARL.2025.MWI,4,FocalData MRP (List),4.15%,69.61%,10.75%,7.54%,,,6.22%,,Lab
UKPARL.2025.MWI,5,AVERAGE,5.47%,66.74%,9.57%,9.84%,0.00%,0.00%,5.17%,2.37%,TRUE
UKPARL.2025.NAA,1,YOUGOV MRPs (List),8.00%,29.00%,3.00%,4.00%,40.00%,0.00%,8.00%,7.00%,SNP
UKPARL.2025.NAA,2,IPSOS MRP (List),15.00%,35.00%,4.00%,4.00%,34.00%,NA,5.00%,1.00%,Lab
UKPARL.2025.NAA,3,Survation MRP (List),17.42%,29.55%,3.54%,2.23%,37.43%,NI,5.24%,4.59%,SNP
UKPARL.2025.NAA,4,FocalData MRP (List),15.70%,35.54%,4.74%,4.37%,28.81%,,10.45%,,Lab
UKPARL.2025.NAA,5,AVERAGE,14.03%,32.27%,3.82%,3.65%,35.06%,0.00%,7.17%,4.20%,FALSE
UKPARL.2025.NAH,1,YOUGOV MRPs (List),8.00%,52.00%,8.00%,5.00%,0.00%,0.00%,26.00%,0.00%,Lab
UKPARL.2025.NAH,2,IPSOS MRP (List),15.00%,50.00%,4.00%,7.00%,NA,NA,23.00%,NA,Lab
UKPARL.2025.NAH,3,Survation MRP (List),14.48%,43.20%,9.62%,2.99%,NI,NI,29.71%,NI,Lab
UKPARL.2025.NAH,4,FocalData MRP (List),12.92%,51.16%,3.53%,4.24%,,,28.15%,,Lab
UKPARL.2025.NAH,5,AVERAGE,12.60%,49.09%,6.29%,4.81%,0.00%,0.00%,26.72%,0.00%,TRUE
UKPARL.2025.NAS,1,YOUGOV MRPs (List),20.00%,50.00%,4.00%,5.00%,0.00%,0.00%,21.00%,1.00%,Lab
UKPARL.2025.NAS,2,IPSOS MRP (List),25.00%,50.00%,3.00%,4.00%,NA,NA,16.00%,0.00%,Lab
UKPARL.2025.NAS,3,Survation MRP (List),18.79%,40.79%,4.23%,11.17%,NI,NI,23.76%,1.26%,Lab
UKPARL.2025.NAS,4,FocalData MRP (List),21.72%,44.28%,4.08%,4.71%,,,24.69%,,Lab
UKPARL.2025.NAS,5,AVERAGE,21.38%,46.27%,3.83%,6.22%,0.00%,0.00%,21.36%,0.75%,TRUE
UKPARL.2025.NBD,1,YOUGOV MRPs (List),37.00%,28.00%,13.00%,4.00%,0.00%,0.00%,18.00%,0.00%,Lab
UKPARL.2025.NBD,2,IPSOS MRP (List),35.00%,35.00%,9.00%,5.00%,NA,NA,15.00%,NA,Lab
UKPARL.2025.NBD,3,Survation MRP (List),33.39%,34.28%,8.50%,5.46%,NI,NI,18.37%,NI,Lab
UKPARL.2025.NBD,4,FocalData MRP (List),32.07%,35.75%,10.77%,4.77%,,,16.64%,,Lab
UKPARL.2025.NBD,5,AVERAGE,34.36%,33.26%,10.32%,4.81%,0.00%,0.00%,17.00%,0.00%,TRUE
UKPARL.2025.NBY,1,YOUGOV MRPs (List),32.00%,10.00%,37.00%,6.00%,0.00%,0.00%,14.00%,1.00%,LD
UKPARL.2025.NBY,2,IPSOS MRP (List),34.00%,19.00%,30.00%,5.00%,NA,NA,11.00%,0.00%,LD
UKPARL.2025.NBY,3,Survation MRP (List),24.34%,12.39%,45.04%,8.35%,NI,NI,9.20%,0.68%,LD
UKPARL.2025.NBY,4,FocalData MRP (List),28.65%,9.78%,42.51%,5.02%,,,13.88%,,LD
UKPARL.2025.NBY,5,AVERAGE,29.75%,12.79%,38.64%,6.09%,0.00%,0.00%,12.02%,0.56%,TRUE
UKPARL.2025.NCE,1,YOUGOV MRPs (List),4.00%,53.00%,9.00%,12.00%,0.00%,0.00%,17.00%,6.00%,Lab
UKPARL.2025.NCE,2,IPSOS MRP (List),10.00%,60.00%,6.00%,10.00%,NA,NA,12.00%,1.00%,Lab
UKPARL.2025.NCE,3,Survation MRP (List),15.41%,50.41%,6.54%,9.06%,NI,NI,12.71%,5.87%,Lab
UKPARL.2025.NCE,4,FocalData MRP (List),10.35%,62.93%,4.91%,7.48%,,,14.03%,,Lab
UKPARL.2025.NCE,5,AVERAGE,9.94%,56.58%,6.61%,9.64%,0.00%,0.00%,13.93%,4.29%,TRUE
UKPARL.2025.NCL,1,YOUGOV MRPs (List),6.00%,58.00%,6.00%,9.00%,0.00%,0.00%,18.00%,3.00%,Lab
UKPARL.2025.NCL,2,IPSOS MRP (List),13.00%,60.00%,3.00%,9.00%,NA,NA,12.00%,2.00%,Lab
UKPARL.2025.NCL,3,Survation MRP (List),17.22%,49.89%,6.86%,8.34%,NI,NI,13.55%,4.14%,Lab
UKPARL.2025.NCL,4,FocalData MRP (List),13.31%,59.43%,3.72%,5.99%,,,16.61%,,Lab
UKPARL.2025.NCL,5,AVERAGE,12.38%,56.83%,4.90%,8.08%,0.00%,0.00%,15.04%,3.05%,TRUE
UKPARL.2025.NCN,1,YOUGOV MRPs (List),12.00%,60.00%,10.00%,7.00%,0.00%,0.00%,11.00%,0.00%,Lab
UKPARL.2025.NCN,2,IPSOS MRP (List),17.00%,56.00%,11.00%,5.00%,NA,NA,10.00%,1.00%,Lab
UKPARL.2025.NCN,3,Survation MRP (List),15.21%,63.01%,5.49%,3.14%,NI,NI,10.34%,2.81%,Lab
UKPARL.2025.NCN,4,FocalData MRP (List),18.54%,48.53%,13.00%,6.19%,,,13.27%,,Lab
UKPARL.2025.NCN,5,AVERAGE,15.69%,56.89%,9.87%,5.33%,0.00%,0.00%,11.15%,1.27%,TRUE
UKPARL.2025.NCR,1,YOUGOV MRPs (List),29.00%,9.00%,45.00%,2.00%,0.00%,0.00%,14.00%,1.00%,LD
UKPARL.2025.NCR,2,IPSOS MRP (List),36.00%,15.00%,33.00%,3.00%,NA,NA,13.00%,0.00%,LD
UKPARL.2025.NCR,3,Survation MRP (List),23.36%,15.86%,40.14%,0.89%,NI,NI,18.92%,0.83%,LD
UKPARL.2025.NCR,4,FocalData MRP (List),30.64%,8.59%,36.80%,3.53%,,,20.22%,,LD
UKPARL.2025.NCR,5,AVERAGE,29.75%,12.11%,38.73%,2.36%,0.00%,0.00%,16.54%,0.61%,TRUE
UKPARL.2025.NCT,1,YOUGOV MRPs (List),38.00%,16.00%,24.00%,8.00%,0.00%,0.00%,13.00%,1.00%,LD
UKPARL.2025.NCT,2,IPSOS MRP (List),35.00%,29.00%,16.00%,5.00%,NA,NA,13.00%,0.00%,Lab
UKPARL.2025.NCT,3,Survation MRP (List),23.90%,23.85%,23.09%,15.27%,NI,NI,12.78%,1.10%,Lab
UKPARL.2025.NCT,4,FocalData MRP (List),32.86%,26.17%,16.16%,6.24%,,,18.30%,,Lab
UKPARL.2025.NCT,5,AVERAGE,32.44%,23.75%,19.81%,8.63%,0.00%,0.00%,14.27%,0.70%,FALSE
UKPARL.2025.NDH,1,YOUGOV MRPs (List),10.00%,51.00%,8.00%,5.00%,0.00%,0.00%,24.00%,2.00%,Lab
UKPARL.2025.NDH,2,IPSOS MRP (List),17.00%,54.00%,6.00%,4.00%,NA,NA,17.00%,0.00%,Lab
UKPARL.2025.NDH,3,Survation MRP (List),13.33%,47.21%,9.47%,3.49%,NI,NI,24.96%,1.54%,Lab
UKPARL.2025.NDH,4,FocalData MRP (List),13.60%,51.85%,6.50%,5.49%,,,22.06%,,Lab
UKPARL.2025.NDH,5,AVERAGE,13.48%,51.01%,7.49%,4.50%,0.00%,0.00%,22.01%,1.18%,TRUE
UKPARL.2025.NDS,1,YOUGOV MRPs (List),35.00%,13.00%,27.00%,6.00%,0.00%,0.00%,19.00%,0.00%,LD
UKPARL.2025.NDS,2,IPSOS MRP (List),42.00%,22.00%,17.00%,5.00%,NA,NA,13.00%,0.00%,Lab
UKPARL.2025.NDS,3,Survation MRP (List),27.67%,24.81%,30.26%,7.33%,NI,NI,9.35%,0.58%,LD
UKPARL.2025.NDS,4,FocalData MRP (List),33.29%,15.13%,29.71%,4.29%,,,17.40%,,LD
UKPARL.2025.NDS,5,AVERAGE,34.49%,18.74%,25.99%,5.66%,0.00%,0.00%,14.69%,0.19%,FALSE
UKPARL.2025.NDV,1,YOUGOV MRPs (List),29.00%,9.00%,42.00%,4.00%,0.00%,0.00%,15.00%,1.00%,LD
UKPARL.2025.NDV,2,IPSOS MRP (List),30.00%,15.00%,33.00%,4.00%,NA,NA,16.00%,0.00%,LD
UKPARL.2025.NDV,3,Survation MRP (List),27.33%,23.16%,23.67%,14.52%,NI,NI,10.57%,0.75%,LD
UKPARL.2025.NDV,4,FocalData MRP (List),31.81%,8.54%,34.28%,5.00%,,,20.14%,,LD
UKPARL.2025.NDV,5,AVERAGE,29.53%,13.93%,33.24%,6.88%,0.00%,0.00%,15.43%,0.58%,TRUE
UKPARL.2025.NEC,1,YOUGOV MRPs (List),35.00%,27.00%,9.00%,4.00%,0.00%,0.00%,24.00%,1.00%,Lab
UKPARL.2025.NEC,2,IPSOS MRP (List),34.00%,26.00%,6.00%,6.00%,NA,NA,26.00%,0.00%,Lab
UKPARL.2025.NEC,3,Survation MRP (List),32.88%,22.31%,8.53%,10.73%,NI,NI,23.83%,1.73%,Lab
UKPARL.2025.NEC,4,FocalData MRP (List),36.29%,29.86%,7.56%,4.78%,,,21.30%,,Lab
UKPARL.2025.NEC,5,AVERAGE,34.54%,26.29%,7.77%,6.38%,0.00%,0.00%,23.78%,0.91%,TRUE
UKPARL.2025.NED,1,YOUGOV MRPs (List),33.00%,38.00%,6.00%,5.00%,0.00%,0.00%,18.00%,1.00%,Lab
UKPARL.2025.NED,2,IPSOS MRP (List),30.00%,48.00%,2.00%,4.00%,NA,NA,14.00%,0.00%,Lab
UKPARL.2025.NED,3,Survation MRP (List),28.19%,50.36%,4.60%,5.63%,NI,NI,10.04%,1.19%,Lab
UKPARL.2025.NED,4,FocalData MRP (List),27.29%,44.07%,5.95%,3.93%,,,18.50%,,Lab
UKPARL.2025.NED,5,AVERAGE,29.62%,45.11%,4.64%,4.64%,0.00%,0.00%,15.13%,0.73%,TRUE
UKPARL.2025.NEF,1,YOUGOV MRPs (List),6.00%,10.00%,44.00%,4.00%,29.00%,0.00%,7.00%,0.00%,LD
UKPARL.2025.NEF,2,IPSOS MRP (List),9.00%,14.00%,42.00%,3.00%,29.00%,NA,2.00%,NA,LD
UKPARL.2025.NEF,3,Survation MRP (List),7.50%,14.77%,41.10%,0.86%,31.47%,NI,4.30%,NI,LD
UKPARL.2025.NEF,4,FocalData MRP (List),5.38%,16.78%,34.59%,4.06%,30.15%,,9.05%,,LD
UKPARL.2025.NEF,5,AVERAGE,6.97%,13.89%,40.42%,2.98%,29.90%,0.00%,5.59%,0.00%,TRUE
